cep,urdu_input,english_output
407,ابے لگ پتا جائے گا، ابھی مزے کرتا ہے آگے دیکھنا کیا ہوتا ہے اس کے ساتھ,"Dude, he'll find out soon enough, he's enjoying now, just wait and see what happens to him later"
408,یار کھایا پیا کچھ نہیں گلاس توڑا بارہ آنے کا، سارا دن برباد ہو گیا,"Man, nothing was gained but a glass worth twelve annas was broken, the whole day was wasted (all effort for nothing)"
409,یار اکڑو مت بنو، سیدھے بیٹھو اور کام کی بات کرو فضول میں وقت مت ضائع کرو,"Man, don't be arrogant, sit properly and talk business, don't waste time uselessly"
410,ابے پکاؤ مت یار، ہر بار وہی پرانی باتیں لے کر بیٹھ جاتا ہے,"Dude, stop being boring, every time you sit down with the same old stories"
411,یار سین آن ہے آج رات، سب تیار ہو جاؤ اور جلدی نیچے آ جاؤ,"The scene is on tonight man, everyone get ready and come downstairs quickly"
412,ابے کل کا کنسرٹ بالکل لٹ تھا، ایسا مزہ پہلے کبھی نہیں آیا تھا,"Dude, yesterday's concert was absolutely amazing, I've never had this much fun before"
413,یار اسے گیمنگ کا اتنا چسکا لگا ہے کہ رات کو سونا بھی بھول جاتا ہے,"Man, he's so hooked on gaming that he forgets to sleep at night"
414,ابے  یہ کیا ہو گیا، اتنا بڑا جھٹکا پہلے کبھی نہیں لگا تھا,"Dude, what happened, such a big shock has never hit before"
415,یار سین آن ہے کیا آج، بتاؤ تو سہی کہیں جانے کا پلان ہے یا نہیں,"Is the scene on today man, tell me properly whether there's a plan to go somewhere or not"
416,یار یہ بندہ کہانی باز ہے بالکل، اس کی کوئی بھی بات سچ نہیں ہوتی,"Man, this guy is a complete storyteller, nothing he says is ever true"
417,ابے اس کو کمال کہتے ہیں، جو کام ہم نہیں کر سکے وہ اس نے ایک گھنٹے میں کر دیا,"Dude, now that's what you call amazing, the work we couldn't do he finished in one hour"
418,یار سیاپا پے گیا آج، سب کچھ ایک ساتھ بگڑ گیا اور کچھ سمجھ نہیں آ رہا,"Man, there was total chaos today, everything went wrong at once and nothing makes sense"
419,ابے انی مچادی بندہ ہے، جو کام کرتا ہے وہ دیکھنے والا ہوتا ہے ہمیشہ,"Dude, he's an extraordinary person, whatever work he does is always worth watching"
420,ابے چوکس رہو یار، کام اچھا ہے مگر توجہ نہیں دی تو پھنس جاؤ گے,"Dude, stay alert, the work is good but if you don't pay attention you'll get trapped"
421,یار فٹ رہو، بکواسیات بند کرو اور سیدھی بات کرو بغیر لمبے لیکچر کے,"Man, stay on point, stop the nonsense and speak directly without long lectures"
422,ابے اسے پنگا مت لو، چپ رہتا ہے مگر جب بولے تو پھر پچھتانا پڑتا ہے,"Dude, don't mess with him, he stays quiet but when he speaks you'll regret it"
423,یار ٹوپی مت کراؤ، کام نہیں ہو سکتا تو سیدھا کہو بہانے مت بناؤ,"Man, don't try to fool me, if the work can't be done then say so directly, don't make excuses"
424,ابے چسکا لگ گیا اسے کرکٹ کا، صبح سے شام تک بس یہی کرتا رہتا ہے,"Dude, he's gotten totally hooked on cricket, from morning to evening that's all he does"
425,ابے پنگا لے لیا اس نے باس سے، اب دیکھو آگے کیا ہوتا ہے اس کے ساتھ,"Dude, he picked a fight with the boss, now watch what happens to him next"
426,یار باپ بڑا نہ بھیا سب سے بڑا روپیہ، آج کل ہر جگہ بس پیسہ چلتا ہے,"Man, neither father nor brother matters, money is the biggest thing - these days money is everything everywhere"
427,ابے گھنٹہ ہوا کچھ بھی، صبح سے بیٹھا ہے اور ابھی تک ایک لائن نہیں لکھی,"Dude, nothing accomplished, been sitting since morning and hasn't written even one line"
428,ابے چھوٹی سی غلطی تھی مگر باس نے ایسا تشن دکھایا کہ سب سہم گئے,"Dude, it was a small mistake but the boss showed such attitude that everyone was scared"
429,یار یہ دکان کھلی ہے یا بند، ہر بار آؤ تو تالہ لگا ملتا ہے یہاں,"Man, is this shop open or closed, every time we come it's locked"
430,ابے کل کا سین دیکھا کیا، دو بندے لڑ رہے تھے اور پوری مارکیٹ جمع ہو گئی,"Dude, did you see yesterday's scene, two guys were fighting and the whole market gathered around"
431,یار اس کو چسکا لگا ہے سوشل میڈیا کا، ہر پانچ منٹ میں فون چیک کرتا ہے,"Man, he's gotten hooked on social media, he checks his phone every five minutes"
432,یار کمال ہے اس کا حوصلہ، اتنے مسائل میں بھی مسکراتا رہتا ہے ہمیشہ,"Man, his courage is amazing, even in so many problems he always keeps smiling"
433,ابے سیاپا پے گیا آج بازار میں، بجلی گئی اور سب کی دکانیں بند ہو گئیں,"Dude, there was total chaos in the market today, power went out and everyone's shops closed"
434,یار اس نے لٹ پریزنٹیشن دی آج، پروفیسر نے بھی سب کے سامنے تعریف کی,"Man, he gave an amazing presentation today, even the professor praised him in front of everyone"
435,یار پکاؤ بندہ ہے بالکل، ایک ہی جوک کو سو بار سنا چکا ہے اب تک,"Man, he's a completely boring person, I've heard the same joke a hundred times already"
436,یار فٹ کام کیا اس نے، جہاں سب الجھ گئے وہاں اس نے آسانی سے حل نکالا,"Man, he did solid work, where everyone else got confused he easily found the solution"
437,یار مجبوری میں گیا تھا شادی میں، دل تو گھر بیٹھنے کا تھا مگر کیا کرتا,"Man, I went to the wedding out of obligation, I wanted to stay home but what could I do"
438,یار اس کا تشن دیکھو، جیب خالی ہے اور کپڑے ایسے پہنے جیسے ارب پتی ہو,"Man, look at his style, his pockets are empty but he's dressed like a billionaire"
439,ابے پنگا مول مت لو اپنے آپ، آگے کا سوچو اور سمجھداری سے کام کرو,"Dude, don't go looking for trouble yourself, think ahead and work wisely"
440,یہ گانا ختم کیوں ہو رہا ہے؟,Why is this song ending?
441,کراچی کبھی سوتا نہیں۔ رات کے دو بجے بھی سڑکوں پر روشنی ہے، چائے کی دکانیں کھلی ہیں، اور کہیں نہ کہیں کوئی ہنس رہا ہے۔ یہ شہر تھکتا نہیں، بس کبھی کبھی سانس لیتا ہے۔,"Karachi never sleeps. Even at 2 AM there are lights on the roads, tea shops are open, and somewhere someone is laughing. This city never tires, it just sometimes takes a breath."
442,برنس روڈ کی نہاری بہت مشہور ہے۔,Burns Road's nihari is very famous.
443,چائے کی دکان رات کو بھی کھلی تھی,The tea shop was open at night too
444,کراچی کے لوگ کھانے کے بہت شوقین ہیں,People of Karachi are very fond of food
445,اس نے کراچی یونیورسٹی سے ڈگری لی۔,He/she got a degree from Karachi University.
446,بارش کے بعد کراچی کی گلیوں میں پانی بھر جاتا ہے۔ بچے کاغذ کی کشتیاں چلاتے ہیں اور بڑے پریشان ہو کر آسمان کی طرف دیکھتے ہیں۔,"After rain, water fills the streets of Karachi. Children sail paper boats while adults look at the sky in worry."
447,کراچی میں گرمیوں کے دنوں میں بجلی کی لوڈشیڈنگ اتنی زیادہ ہو جاتی ہے کہ لوگ چھتوں پر چارپائیاں ڈال کر سوتے ہیں,"In summer, load shedding in Karachi becomes so frequent that people put their cots on the rooftops to sleep"
448,صدر  میں ہر طرف دکانیں ہیں، آوازیں ہیں، بھیڑ ہے اور دھکم پیل ہے، پھر بھی لوگ یہاں آنا پسند کرتے ہی,"In Saddar there are shops everywhere, noises, crowds and pushing, yet people still love to come here"
449,کلفٹن پہ شام کو جاؤ تو ایسا لگتا ہے آدھا کراچی وہیں آ گیا ہے، بھٹہ چوک سے لے کے سی ویو تک بس بندے ہی بندے,"If you go to Clifton in the evening it looks like half of Karachi has gathered there, from Bhatta Chowk to Sea View there are only people"
450,بھائی کراچی کی ٹریفک میں پھنس گئے تھے شاہراہ فیصل پہ، ایک گھنٹے میں دو کلومیٹر چلے ہوں گے، پیٹرول بھی جلا اور دماغ بھی۔,"Bro, we got stuck in Karachi traffic on Shahrah-e-Faisal, we must have gone two kilometers in one hour, wasted both petrol and sanity."
451,ا کراچی میں عید کا دن مطلب صبح سے شام تک گھر گھر جاؤ، کھاؤ پیو، عیدی لو اور واپس آ کے بستر پہ گر جاؤ، اگلے دن اٹھنے کی ہمت نہ ہو۔,"Eid day in Karachi means going house to house from morning to evening, eating, drinking, collecting Eidi and coming back to fall on the bed with no energy to get up the next day."
452,لیاری کے لڑکے فٹبال کھیلتے ہیں تو کوئی گراؤنڈ نہیں دیکھتے، گلی میں کھیلو، چھت پہ کھیلو، بس بال پاؤں میں ہو تو باقی سب چلتا ہے۔,"When Lyari boys play football they don't look for a ground, play in the alley, play on the roof, as long as the ball is at their feet everything else works."
453,کراچی میں سردی آئی نہیں کہ سب نے جیکٹیں نکال لیں,No sooner did winter arrive in Karachi than everyone brought out their jackets
454,یار پانی نہیں آیا تین دن سے، ٹینکر والے کو فون کیا تو کہتا ہے کل آؤں گا،,"Man, water hasn't come for three days, I called the tanker guy and he says he'll come tomorrow"
455,ا کراچی میں موسم کا کوئی بھروسہ نہیں، صبح دھوپ ہے، دوپہر کو ابر آلود ہو گیا، شام کو بارش آ گئی اور رات کو سمندری ہوا چلنے لگی، یہ شہر خود بھی نہیں جانتا کیا کرے۔,"You can't trust Karachi's weather, it's sunny in the morning, cloudy by noon, raining in the evening and a sea breeze by night, this city itself doesn't know what to do."
456,بھائی امتحان کے دن قریب آئے تو پوری یونیورسٹی جاگ گئی، جو پورے سال نہیں دکھا وہ بھی لائبریری میں نظر آنے لگا,"Bro, as exam days got close the whole university woke up, even those who weren't seen all year started appearing in the library"
457,یار رات کو نکلے تھے بریانی کھانے، ایک جگہ لائن تھی، دوسری جگہ ختم ہو گئی، تیسری جگہ مہنگی تھی، آخر گھر آ کے انڈے بنا لیے۔,"Man, we went out at night to eat biryani, one place had a long line, another had run out, the third was expensive, finally came home and made eggs."
458,کراچی کا آدمی مشکل میں ہو تو بھی مسکرا کے کہتا ہے یار چلتا ہے,"A Karachi person, even in difficulty, smiles and says 'it's okay man'"
459,گھر میں مہمان آ گئے اچانک، امی نے آواز دی کہ جلدی بازار جاؤ,"Guests arrived home suddenly, mom called out to quickly go to the market"
460,یار آن لائن آرڈر کیا تھا، تین دن میں ڈلیوری بتائی، ہفتہ گزر گیا، فون کریں تو کہتے ہیں راستے میں ہے، کہاں کے راستے میں ہے کوئی نہیں جانتا۔,"Man, I ordered online, they said 3-day delivery, a week has passed, when I call they say it's on the way, nobody knows which way."
461,بھائی دوست نے کہا بس پانچ منٹ میں آتا ہوں، آدھا گھنٹہ باہر کھڑے رہے،,"Bro, the friend said he's coming in just five minutes, we stood outside for half an hour"
462,یار آج کھانا باہر کھانے کا پلان تھا، سب نے ہاں کہا، پھر ایک نے کہا میں نہیں آ سکتا، پھر دوسرے نے کہا مجھے کام ہے، آخر میں اکیلے گھر پہ بیٹھ کے روٹی کھائی۔,"Man, the plan was to eat out today, everyone said yes, then one said he can't come, then another said he has work, in the end I sat alone at home and ate plain bread."
463,بھائی نیٹ سست ہو تو سمجھو دن خراب ہو گیا،,"Bro, when the internet is slow consider the day ruined"
464,گھر میں سب کو لگتا ہے میں فارغ ہوں، لیپ ٹاپ کھلا ہو تو امی کہتی ہیں کچھ کام کرو,"Everyone at home thinks I'm free, when the laptop is open mom says go do some work"
465,یار بس میں جگہ نہیں تھی پھر بھی چڑھ گئے,"Man, there was no space in the bus but we got on anyway"
466,بھائی صبح اٹھ کے فون دیکھا تو سو نوٹیفکیشن تھے، سب گروپ والے رات بھر لڑتے رہے,"Bro, woke up in the morning and checked the phone to find a hundred notifications, all the group members were fighting all night"
467,مہینے کے آخر میں جیب ایسی ہوتی ہے کہ بس حساب لگاتے رہو کہ کیا کھائیں کیا نہ کھائیں،,At the end of the month the pocket is such that you keep calculating what to eat and what not to
468,بھائی پڑوسی کا بچہ رو رہا تھا رات بھر، نیند نہیں آئی،,"Bro, the neighbour's child was crying all night, couldn't sleep"
469,یار بالکل پھٹ گیا میں آج، صبح سے کام پہ کام، ایک منٹ کی فرصت نہیں ملی، اب بس چاہیے چائے اور چارپائی,"Man, I'm completely exhausted today, work after work since morning, not a minute's break, now all I want is tea and a cot"
470,بھائی وہ بندہ ہے نا بالکل ٹھپہ ہے، سارا دن بیٹھا رہتا ہے، کوئی کام نہیں کرتا، بس باتیں بڑی بڑی کرتا ہے,"Bro, that guy is a complete deadweight, sits all day, doesn't do any work, just talks big"
471,بھائی وہ پروجیکٹ والا کام مجھ پہ پھینک دیا باس نے، میں نے کیا، رات رات جاگا، پھر کریڈٹ کسی اور کو مل گیا,"Bro, the boss dumped the project work on me, I did it, stayed up nights, and then someone else got the credit"
472,یار دوست کے ساتھ گیا تھا، اس نے بولا میں بھی دیتا ہوں پیسے، پر جب بل آیا تو ایسے غائب ہوا جیسے تھا ہی نہی,"Man, I went with a friend, he said he'd also pay, but when the bill came he disappeared as if he was never there"
473,یار آج ٹریفک میں اتنا جام تھا کہ دماغ کا دہی ہو گیا،,"Man, the traffic jam was so bad today that my brain turned to yogurt (went crazy)"
474,یار اس نے بولا ضرور آؤں گا، پکا، ہم نے انتظار کیا، فون کیا تو بولا یار سوری کچھ ہو گیا، یہ اس کی پرانی عادت ہے،,"Man, he said he'll definitely come, for sure, we waited, called and he said sorry something came up, this is his old habit"
475,بھائی پیپر میں ایک سوال ایسا آیا کہ دماغ کی بتی گل ہو گئی،,"Bro, one question in the paper was such that my mind's light went out (went blank)"
476,بھائی گروپ میں سب نے بولا ہم سب دیں گے پیسے، کام ہوا تو سب غائب، میں اکیلا رہ گیا,"Bro, everyone in the group said we'll all contribute, when it came time to act everyone disappeared, I was left alone"
477,بھائی وہ بندہ ہر بات میں ٹانگ اڑاتا ہے، کوئی بھی بات کرو بیچ میں کود پڑتا ہے,"Bro, that person interferes in everything, no matter what you're talking about he jumps in"
478,بھائی موبائل گم ہو گیا گھر میں، آدھا گھر الٹ دیا، اتنے میں پتہ چلا جیب میں ہی تھا،,"Bro, the phone got lost at home, turned half the house upside down, then found out it was in my pocket all along"
479,بھائی رات کو بھوک لگی، فریج کھولا، کچھ نہیں تھا، امی سوئی ہوئی تھیں,"Bro, got hungry at night, opened the fridge, nothing was there, mom was asleep"
480,یار وہ کام جو ایک گھنٹے میں ہونا تھا وہ تین دن سے چل رہا ہے، ہر بار کوئی نہ کوئی چکر نکل آتا ہے,"Man, the work that was supposed to be done in one hour has been going on for three days, every time some new issue comes up"
481,بھائی دوست نے بولا یار تجھ پہ بھروسہ ہے، میں نے کام کر دیا، بعد میں پلٹ گیا، یار سیدھا پیٹھ میں چھرا مارا، اب اس سے بات بھی نہیں کرتا,"Bro, the friend said I trust you, I did the work, later he turned against me, man he stabbed me straight in the back, now I don't even talk to him"
482,بھائی وہ بندہ ہے نا بالکل جلیبی ہے، سیدھی بات کرے گا نہیں، ہر چیز میں گھماؤ ہے، ہاں بولے گا تو مطلب نہیں پتہ چلتا کہ اصل میں ہاں ہے یا نہیں۔,"Bro, that person is like a jalebi (twisted), won't speak straight, everything is twisted, when he says yes you can't tell if it's really a yes or not."
483,یار امتحان میں پاس ہو گیا بس کسی طرح، مجھے خود نہیں پتہ کیسے ہو,"Man, somehow passed the exam, I myself don't know how it happened"
484,بھائی گھر میں مہمان آئے ہوئے ہیں تین دن سے، ابھی جانے کا نام نہیں لے رہے،,"Bro, guests have been at home for three days, they're not showing any signs of leaving"
485,بھائی رات کو فون پہ ایسی لمبی بات ہوئی کہ پتہ نہیں کب دو بج گئے،,"Bro, there was such a long phone call at night that I don't know when it turned 2 AM"
486,: بھائی سارا دن محنت کی، شام کو تھکا ہارا گھر آیا، امی نے کہا آج کھانا نہیں بنا باہر سے لے آؤ، یار اس وقت تو لگا دنیا ختم ہو گئی، پر امی کی بات نہیں ٹالی جاتی۔,"Bro, worked hard all day, came home tired in the evening, mom said no food is cooked go bring from outside, at that moment it felt like the world ended, but you can't refuse mom."
487,یار وہ بندہ پکا لفنگا ہے، محلے میں سارا دن گھومتا رہتا ہے، کام دھندا کچھ نہیں، بس اوروں کے معاملے میں ٹانگ اڑاتا ہے,"Man, that person is a complete troublemaker, roams the neighbourhood all day, no work or business, just interferes in everyone else's matters"
488,بھائی اس دکاندار نے پکا چونا لگایا، بولا مال اصلی ہے، گھر آ کے دیکھا تو پھٹیچر نکلا، واپس گیا تو مکر گیا,"Bro, that shopkeeper definitely cheated me, said the product was genuine, came home and it turned out to be junk, went back and he denied it"
489,بھائی آج باس نے میٹنگ میں میری دھجیاں اڑا دیں، ایک ایک بات پہ جھاڑا، میں چپ کھڑا رہا،,"Bro, today the boss tore me apart in the meeting, scolded me for every single thing, I stood there silently"
490,اس نے ٹوپی دینے کی کوشش کی پر میں سمجھ گیا پہلے,He tried to fool me but I figured it out beforehand
491,س نے سارے گروپ میں میری چھترول کر دی بغیر وجہ کے، میں نے کچھ نہیں کہا تھا، پر اب اس کو بھی پتہ چلے گا،,"He thrashed me in front of the whole group without any reason, I hadn't said anything, but now he'll find out too"
492,بھائی پیسہ بھی ڈبو دیا، وقت بھی برباد ہوا، اوپر سے جو جگاڑ لگائی تھی وہ بھی کام نہیں آئی،,"Bro, money was lost too, time was wasted, and on top of that the workaround we arranged also didn't work"
493,بھائی آج رکشہ والے سے اتنی بحث ہوئی کہ دماغ گھوم گیا،,"Bro, today there was such an argument with the rickshaw driver that my head spun"
494,یار اس نے گروپ میں ایسی پوسٹ ڈالی کہ سب بھڑک گئے،,"Man, he posted something in the group that set everyone off"
495,یار وہ بندہ اتنا چالو ہے کہ بغیر کچھ کیے سب کا کام اپنے نام کروا لیتا ہے، اوپر سے شکل ایسی بناتا ہے جیسے سب اسی نے کیا ہو، یار جگاڑیا ہے پکا۔,"Man, that person is so cunning that without doing anything he gets everyone's work credited to his name, and on top of that makes a face as if he did everything himself, man he's definitely a schemer."
496,یار رات کو نکلے تھے کراہی کھانے، ایک جگہ بند تھی، دوسری جگہ بہت مہنگی تھی، تیسری جگہ ویٹنگ تھی، آخر گھر آ کے دال چاول بنا لیے۔,"Man, we went out at night to eat karahi, one place was closed, another was too expensive, the third had a long wait, so we finally came home and made daal chawal."
497,بھائی آج بس میں اتنا رش تھا کہ ہاتھ بھی نہیں ہلا سکتا تھا، پسینے میں شرابور ہو گیا اور آفس میں داخل ہونا مشکل ہو گیا۔,"Bro, the bus was so packed today you couldn't even move your hand, I was drenched in sweat and it was hard to even enter the office."
498,ابے یار موبائل کی بیٹری ختم ہو گئی بالکل، اور گھر سے چارجر بھی نہیں لایا، اب سارا دن بند رہے گا فون۔,"Dude, the phone battery completely died and I didn't bring the charger from home, now the phone will stay off the whole day."
499,یار اس بندے کا دماغ دیکھو، صبح سے اسی چھوٹی سی بات پر الجھا ہوا ہے اور کام کا نام ہی نہیں لیتا۔,"Man, look at this guy's head, he's been stuck on the same small issue since morning and won't even touch his work."
500,بھائی، آج پارک میں بیٹھے تھے کہ اچانک بارش آ گئی اور سب بھاگنے لگے، ہم بھی بھیگتے ہوئے گھر پہنچے۔,"Bro, we were sitting in the park when it suddenly rained and everyone started running, we also reached home completely soaked."
501,یار کراچی کے بازاروں میں خریداری کرنا اپنے آپ میں ایک مہارت ہے، بھاؤ تاؤ نہ کرو تو لٹ جاؤ گے۔,"Man, shopping in Karachi's markets is a skill in itself, if you don't bargain you'll get ripped off."
502,ابے یار امتحان کے بعد اتنا سکون ملا کہ بارہ بجے تک سویا، ممی نے اٹھایا تب آنکھ کھلی۔,"Dude, after the exams I was so relaxed I slept till noon, only woke up when Mom came to get me up."
503,بھائی چھت پر کپڑے ڈالنے گیا تھا اور چابی اندر چھوٹ گئی، آدھا گھنٹہ دروازے کے باہر کھڑا رہا تب ابو نے کھولا۔,"Bro, I went to the roof to hang clothes and left my keys inside, stood outside the door for half an hour until Dad opened it."
504,یار آج بریانی کے لیے طارق روڈ گئے، لائن اتنی لمبی تھی کہ واپس آ گئے اور گھر کے قریب والی دکان سے لے لی۔,"Man, we went to Tariq Road today for biryani, the line was so long we came back and got it from the shop near home instead."
505,ابے سالے نے پورا دن واٹس ایپ پر آن لائن دکھایا اور میسج کا جواب ایک نہیں دیا، آج ملا تو حساب ہوگا۔,"Dude, this guy was showing online on WhatsApp all day and didn't reply to a single message, when I meet him today there'll be an accounting."
506,بھائی لوڈشیڈنگ میں یو پی ایس بھی ختم ہو گئی، گرمی میں پسینا بہہ رہا ہے اور نیند بھی نہیں آ رہی۔,"Bro, during the load shedding the UPS also ran out, sweating in the heat and can't sleep either."
507,یار اس دکاندار نے پہلے کم قیمت بتائی اور جب خریدنے لگے تو بولا مال ختم ہے، یہ والا پرانا دھندہ ہے یہاں کا۔,"Man, the shopkeeper first quoted a lower price and when we went to buy he said the stock was finished, this is the old trick around here."
508,ابے ٹریفک سگنل پر اتنی دیر کھڑا رہا کہ گاڑی گرم ہو گئی، اور پھر ایک گلی آگے جام تھا وہاں بھی۔,"Dude, I stood at the traffic signal so long the car overheated, and then there was a jam one street ahead too."
509,یار کریم نے آج زبردست ششکا بولا کلاس میں، استاد سمجھ نہیں پائے اور سب مسکراتے رہے چپ چاپ۔,"Man, Kareem dropped an epic zinger in class today, the teacher didn't catch on and everyone kept smiling quietly."
510,بھائی صبح آٹو نہیں ملا، پیدل نکلا، راستے میں چائے پی، پھر رکشہ ملا اور کرایہ بھی زیادہ مانگ لیا اس نے۔,"Bro, couldn't find an auto in the morning, set off on foot, had tea along the way, then got a rickshaw that also overcharged me."
511,یار اس بار عید کے کپڑے بڑی مشکل سے بنے، درزی نے تین بار تاریخ بدلی اور آخری رات کو دیے۔,"Man, getting Eid clothes made this time was a real struggle, the tailor changed the date three times and gave them on the last night."
512,ابے گرمی میں بھی کرکٹ کھیلنے نکل گئے یار، دھوپ میں دو گھنٹے کھیلے، سب کا بُرا حال ہو گیا مگر مزہ بھی آیا۔,"Dude, we went out to play cricket even in the heat, played two hours in the sun, everyone was in bad shape but it was fun too."
513,یار آج دفتر میں بجلی نہیں تھی، لیپ ٹاپ کی بیٹری پر کام کیا، جب وہ بھی ختم ہوئی تو گھر چلے آئے۔,"Man, there was no electricity at the office today, worked on laptop battery, and when that ran out too we came home."
514,بھائی اس نے کہا تھا کھانا وہ لائے گا، پھر آیا تو صرف چپس کا پیکٹ لایا، سب کی امیدیں ٹوٹ گئیں۔,"Bro, he said he'd bring food, then when he came he only brought a packet of chips, everyone's hopes were crushed."
515,ابے یار بندے کو پتہ ہی نہیں تھا کہ وہ گلی بند ہے، آدھا گھنٹہ پھر کر واپس آیا اسی جگہ جہاں سے چلا تھا۔,"Dude, the guy had no idea that road was closed, wandered around for half an hour and came back to the exact spot he started from."
516,یار آج کا ناشتہ لاجواب تھا، امی نے پراٹھے اور آلو کا قورمہ بنایا تھا، دن بن گیا بالکل۔,"Man, today's breakfast was amazing, Mom made parathas and aloo korma, it just made the whole day."
517,بھائی اس نے اتنا لمبا قصہ شروع کیا کہ سو جانے کو دل کر رہا تھا، آخر کار ہم نے بات ہی بدل دی۔,"Bro, he started such a long story that I felt like falling asleep, we eventually just changed the subject."
518,ابے یار پانی کی ٹنکی کل سے بھری ہوئی ہے اور نلکا اب بھی چل رہا ہے، کوئی بند کرو اسے۔,"Dude, the water tank has been full since yesterday and the tap is still running, someone go turn it off."
519,یار آج بھی لائٹ آئی نہیں رات کو، جنریٹر والے نے کہا کہ تیل ختم ہو گیا، سب نے موم بتی جلا کر رات گزاری۔,"Man, the electricity didn't come again at night, the generator guy said fuel ran out, everyone spent the night with candles."
520,بھائی دوست کی شادی تھی کل، اتنی لمبی رسمیں تھیں کہ مہمان خود ہی تھک کر چلے گئے کھانا کھائے بغیر۔,"Bro, a friend's wedding was yesterday, the rituals were so long that even the guests got tired and left without eating."
521,ابے آج ایسی گرمی تھی کہ موبائل بھی گرم ہو کر بند ہو گیا، باہر نکلنا بالکل مت کرنا دوپہر کو۔,"Dude, it was so hot today the phone itself overheated and shut down, absolutely don't go outside in the afternoon."
522,یار میٹرو بس میں سیٹ نہیں ملی آج، کھڑے کھڑے سفر کیا اور پھر بھی دفتر لیٹ پہنچا، باس نے گھور کر دیکھا۔,"Man, I couldn't get a seat in the metro bus today, stood the whole way and still arrived late to the office, the boss gave me a look."
523,بھائی آج رات چھت پر بیٹھے تھے چائے پیتے، ہوا چل رہی تھی اور لائٹ بھی تھی، بڑا سکون تھا یار۔,"Bro, we were sitting on the roof tonight drinking tea, there was a breeze and the electricity was on too, it was really peaceful man."
524,ابے پڑوسی کا کتا رات بھر بھونکتا رہا، آنکھ لگنے نہیں دی، آج صبح سے سر بھاری ہے اور نیند آ رہی ہے۔,"Dude, the neighbor's dog kept barking all night, didn't let me sleep, my head has been heavy since morning and I'm falling asleep."
525,یار آج بازار میں تو چلنا مشکل تھا، عید قریب ہے نا اس لیے ہر طرف ہجوم ہی ہجوم تھا، سانس لینا مشکل تھا۔,"Man, it was hard to walk in the market today, Eid is close so there were crowds everywhere, it was hard to even breathe."
526,بھائی سارا دن لوڈشیڈنگ رہی، پانی بھی نہیں آیا، رات کو گرمی میں اتنا پسینا بہا کہ دو بار کپڑے بدلے۔,"Bro, there was load shedding all day, no water either, at night I sweated so much in the heat that I changed clothes twice."
527,ابے یار فون کا نیٹ ختم ہو گیا بالکل اور دفتر کا وائی فائی بھی سست ہے آج، کام ادھورا پڑا ہے۔,"Dude, my phone data completely ran out and the office WiFi is also slow today, work is sitting half done."
528,یار گھر میں مہمان آ گئے اچانک اور کچھ تیار نہیں تھا، ممی نے چاول اور دال سے کام چلایا، مہمانوں نے بھی خوب تعریف کی۔,"Man, guests arrived suddenly at home and nothing was prepared, Mom managed with rice and daal, and the guests even praised it a lot."
529,بھائی آج پہلی تنخواہ ملی، سب دوستوں کو کھانا کھلایا، دل خوش تھا اور جیب بھی ہلکی ہو گئی۔,"Bro, I got my first salary today, treated all my friends to food, the heart was happy and the wallet got lighter too."
530,ابے اس نے سارا کام خود کیا اور کریڈٹ باس کو دے دیا، یار بڑا بھولا ہے یہ، کچھ سیکھ لیتا دنیاداری۔,"Dude, he did all the work himself and gave the credit to the boss, man he's too naive, should learn a little worldliness."
